Year,States,States Code,Age Groups,Count
2010,Wyoming,56,80-84 years,174
2010,Wyoming,56,85+ years,112
2011,Alabama,1,1-4 years,31
2011,Alabama,1,5-9 years,26
2011,Alabama,1,10-14 years,28
2011,Alabama,1,15-19 years,32
2011,Alabama,1,20-24 years,60
2011,Alabama,1,25-29 years,130
2011,Alabama,1,30-34 years,223
2011,Alabama,1,35-39 years,325
2011,Alabama,1,40-44 years,641
2011,Alabama,1,45-49 years,1162
2011,Alabama,1,50-54 years,1937
2011,Alabama,1,55-59 years,2709
2011,Alabama,1,60-64 years ,3451
2011,Alabama,1,65-69 years,3519
2011,Alabama,1,70-74 years,3071
2011,Alabama,1,75-79 years,2485
2011,Alabama,1,80-84 years,1781
2011,Alabama,1,85+ years,1498
2011,Alaska,2,30-34 years,30
2011,Alaska,2,35-39 years,35
2011,Alaska,2,40-44 years,81
2011,Alaska,2,45-49 years,167
2011,Alaska,2,50-54 years,279
2011,Alaska,2,55-59 years,372
2011,Alaska,2,60-64 years ,371
2011,Alaska,2,65-69 years,343
2011,Alaska,2,70-74 years,299
2011,Alaska,2,75-79 years,169
2011,Alaska,2,80-84 years,136
2011,Alaska,2,85+ years,105
2011,Arizona,4,1-4 years,67
2011,Arizona,4,5-9 years,43
2011,Arizona,4,10-14 years,48
2011,Arizona,4,15-19 years,59
2011,Arizona,4,20-24 years,86
2011,Arizona,4,25-29 years,189
2011,Arizona,4,30-34 years,283
2011,Arizona,4,35-39 years,440
2011,Arizona,4,40-44 years,741
2011,Arizona,4,45-49 years,1240
2011,Arizona,4,50-54 years,1938
2011,Arizona,4,55-59 years,2579
2011,Arizona,4,60-64 years ,3379
2011,Arizona,4,65-69 years,3936
2011,Arizona,4,70-74 years,3527
2011,Arizona,4,75-79 years,2945
2011,Arizona,4,80-84 years,2315
2011,Arizona,4,85+ years,2069
2011,Arkansas,5,1-4 years,24
2011,Arkansas,5,5-9 years,21
2011,Arkansas,5,10-14 years,19
2011,Arkansas,5,15-19 years,18
2011,Arkansas,5,20-24 years,42
2011,Arkansas,5,25-29 years,69
2011,Arkansas,5,30-34 years,114
2011,Arkansas,5,35-39 years,177
2011,Arkansas,5,40-44 years,338
2011,Arkansas,5,45-49 years,663
2011,Arkansas,5,50-54 years,1088
2011,Arkansas,5,55-59 years,1544
2011,Arkansas,5,60-64 years ,1980
2011,Arkansas,5,65-69 years,2306
2011,Arkansas,5,70-74 years,2008
2011,Arkansas,5,75-79 years,1566
2011,Arkansas,5,80-84 years,1093
2011,Arkansas,5,85+ years,862
2011,California,6,< 1 year,55
2011,California,6,1-4 years,335
2011,California,6,5-9 years,240
2011,California,6,10-14 years,239
2011,California,6,15-19 years,357
2011,California,6,20-24 years,582
2011,California,6,25-29 years,1007
2011,California,6,30-34 years,1722
2011,California,6,35-39 years,2664
2011,California,6,40-44 years,4710
2011,California,6,45-49 years,7809
2011,California,6,50-54 years,12340
2011,California,6,55-59 years,15995
2011,California,6,60-64 years ,19979
2011,California,6,65-69 years,20430
2011,California,6,70-74 years,17714
2011,California,6,75-79 years,14957
2011,California,6,80-84 years,12189
2011,California,6,85+ years,11873
2011,Colorado,8,1-4 years,47
2011,Colorado,8,5-9 years,30
2011,Colorado,8,10-14 years,24
2011,Colorado,8,15-19 years,44
2011,Colorado,8,20-24 years,84
2011,Colorado,8,25-29 years,143
2011,Colorado,8,30-34 years,285
2011,Colorado,8,35-39 years,373
2011,Colorado,8,40-44 years,665
2011,Colorado,8,45-49 years,1038
2011,Colorado,8,50-54 years,1771
2011,Colorado,8,55-59 years,2298
2011,Colorado,8,60-64 years ,2928
2011,Colorado,8,65-69 years,2855
2011,Colorado,8,70-74 years,2249
2011,Colorado,8,75-79 years,1996
2011,Colorado,8,80-84 years,1560
2011,Colorado,8,85+ years,1311
2011,Connecticut,9,1-4 years,32
2011,Connecticut,9,5-9 years,22
2011,Connecticut,9,10-14 years,17
2011,Connecticut,9,15-19 years,36
2011,Connecticut,9,20-24 years,58
2011,Connecticut,9,25-29 years,114
2011,Connecticut,9,30-34 years,183
2011,Connecticut,9,35-39 years,301
2011,Connecticut,9,40-44 years,587
2011,Connecticut,9,45-49 years,963
2011,Connecticut,9,50-54 years,1666
2011,Connecticut,9,55-59 years,2036
2011,Connecticut,9,60-64 years ,2546
2011,Connecticut,9,65-69 years,2582
2011,Connecticut,9,70-74 years,2146
2011,Connecticut,9,75-79 years,1943
2011,Connecticut,9,80-84 years,1802
2011,Connecticut,9,85+ years,1747
2011,Delaware,10,25-29 years,27
2011,Delaware,10,30-34 years,55
2011,Delaware,10,35-39 years,69
2011,Delaware,10,40-44 years,149
2011,Delaware,10,45-49 years,254
2011,Delaware,10,50-54 years,441
2011,Delaware,10,55-59 years,555
2011,Delaware,10,60-64 years ,737
2011,Delaware,10,65-69 years,723
2011,Delaware,10,70-74 years,658
2011,Delaware,10,75-79 years,506
2011,Delaware,10,80-84 years,425
2011,Delaware,10,85+ years,378
2011,District of Columbia,11,25-29 years,32
2011,District of Columbia,11,30-34 years,49
2011,District of Columbia,11,35-39 years,57
2011,District of Columbia,11,40-44 years,99
2011,District of Columbia,11,45-49 years,158
2011,District of Columbia,11,50-54 years,245
2011,District of Columbia,11,55-59 years,374
2011,District of Columbia,11,60-64 years ,430
2011,District of Columbia,11,65-69 years,408
2011,District of Columbia,11,70-74 years,313
2011,District of Columbia,11,75-79 years,249
2011,District of Columbia,11,80-84 years,203
2011,District of Columbia,11,85+ years,184
2011,Florida,12,< 1 year,22
2011,Florida,12,1-4 years,157
2011,Florida,12,5-9 years,108
2011,Florida,12,10-14 years,107
2011,Florida,12,15-19 years,164
2011,Florida,12,20-24 years,271
2011,Florida,12,25-29 years,459
2011,Florida,12,30-34 years,815
2011,Florida,12,35-39 years,1353
2011,Florida,12,40-44 years,2418
2011,Florida,12,45-49 years,4573
2011,Florida,12,50-54 years,7273
2011,Florida,12,55-59 years,9744
2011,Florida,12,60-64 years ,12513
2011,Florida,12,65-69 years,15308
2011,Florida,12,70-74 years,14261
2011,Florida,12,75-79 years,11805
2011,Florida,12,80-84 years,9660
2011,Florida,12,85+ years,8220
2011,Georgia,13,< 1 year,21
2011,Georgia,13,1-4 years,90
2011,Georgia,13,5-9 years,70
2011,Georgia,13,10-14 years,62
2011,Georgia,13,15-19 years,78
2011,Georgia,13,20-24 years,136
2011,Georgia,13,25-29 years,284
2011,Georgia,13,30-34 years,493
2011,Georgia,13,35-39 years,816
2011,Georgia,13,40-44 years,1455
2011,Georgia,13,45-49 years,2443
2011,Georgia,13,50-54 years,3818
2011,Georgia,13,55-59 years,4727
2011,Georgia,13,60-64 years ,6048
2011,Georgia,13,65-69 years,6214
2011,Georgia,13,70-74 years,5157
2011,Georgia,13,75-79 years,4010
2011,Georgia,13,80-84 years,2774
2011,Georgia,13,85+ years,2204
2011,Hawaii,15,1-4 years,20
2011,Hawaii,15,20-24 years,24
2011,Hawaii,15,25-29 years,59
2011,Hawaii,15,30-34 years,74
2011,Hawaii,15,35-39 years,104
2011,Hawaii,15,40-44 years,195
2011,Hawaii,15,45-49 years,325
2011,Hawaii,15,50-54 years,475
2011,Hawaii,15,55-59 years,717
2011,Hawaii,15,60-64 years ,859
2011,Hawaii,15,65-69 years,815
2011,Hawaii,15,70-74 years,722
2011,Hawaii,15,75-79 years,633
2011,Hawaii,15,80-84 years,548
2011,Hawaii,15,85+ years,549
2011,Idaho,16,1-4 years,17
2011,Idaho,16,20-24 years,27
2011,Idaho,16,25-29 years,54
2011,Idaho,16,30-34 years,71
2011,Idaho,16,35-39 years,98
2011,Idaho,16,40-44 years,162
2011,Idaho,16,45-49 years,295
2011,Idaho,16,50-54 years,490
2011,Idaho,16,55-59 years,741
2011,Idaho,16,60-64 years ,989
2011,Idaho,16,65-69 years,1015
2011,Idaho,16,70-74 years,1003
2011,Idaho,16,75-79 years,765
2011,Idaho,16,80-84 years,577
2011,Idaho,16,85+ years,493
2011,Illinois,17,< 1 year,17
2011,Illinois,17,1-4 years,107
2011,Illinois,17,5-9 years,96
2011,Illinois,17,10-14 years,80
2011,Illinois,17,15-19 years,129
2011,Illinois,17,20-24 years,190
2011,Illinois,17,25-29 years,436
2011,Illinois,17,30-34 years,593
2011,Illinois,17,35-39 years,1016
2011,Illinois,17,40-44 years,1750
2011,Illinois,17,45-49 years,3121
2011,Illinois,17,50-54 years,5294
2011,Illinois,17,55-59 years,6917
2011,Illinois,17,60-64 years ,8234
2011,Illinois,17,65-69 years,8503
2011,Illinois,17,70-74 years,7543
2011,Illinois,17,75-79 years,6413
2011,Illinois,17,80-84 years,5287
2011,Illinois,17,85+ years,4949
2011,Indiana,18,1-4 years,67
2011,Indiana,18,5-9 years,42
2011,Indiana,18,10-14 years,37
2011,Indiana,18,15-19 years,58
2011,Indiana,18,20-24 years,108
2011,Indiana,18,25-29 years,168
2011,Indiana,18,30-34 years,312
2011,Indiana,18,35-39 years,500
2011,Indiana,18,40-44 years,832
2011,Indiana,18,45-49 years,1551
2011,Indiana,18,50-54 years,2499
2011,Indiana,18,55-59 years,3426
2011,Indiana,18,60-64 years ,4159
2011,Indiana,18,65-69 years,4369
2011,Indiana,18,70-74 years,3745
2011,Indiana,18,75-79 years,3100
2011,Indiana,18,80-84 years,2542
2011,Indiana,18,85+ years,2232
2011,Iowa,19,1-4 years,30
2011,Iowa,19,5-9 years,27
2011,Iowa,19,10-14 years,21
2011,Iowa,19,15-19 years,37
2011,Iowa,19,20-24 years,45
2011,Iowa,19,25-29 years,95
2011,Iowa,19,30-34 years,175
2011,Iowa,19,35-39 years,196
2011,Iowa,19,40-44 years,399
2011,Iowa,19,45-49 years,678
2011,Iowa,19,50-54 years,1244
2011,Iowa,19,55-59 years,1730
2011,Iowa,19,60-64 years ,2137
2011,Iowa,19,65-69 years,2095
2011,Iowa,19,70-74 years,2012
2011,Iowa,19,75-79 years,1843
2011,Iowa,19,80-84 years,1603
2011,Iowa,19,85+ years,1483
2011,Kansas,20,1-4 years,38
2011,Kansas,20,5-9 years,17
2011,Kansas,20,15-19 years,27
2011,Kansas,20,20-24 years,52
2011,Kansas,20,25-29 years,73
2011,Kansas,20,30-34 years,142
2011,Kansas,20,35-39 years,239
2011,Kansas,20,40-44 years,370
2011,Kansas,20,45-49 years,678
2011,Kansas,20,50-54 years,1151
2011,Kansas,20,55-59 years,1517
2011,Kansas,20,60-64 years ,1863
2011,Kansas,20,65-69 years,1893
2011,Kansas,20,70-74 years,1680
2011,Kansas,20,75-79 years,1461
2011,Kansas,20,80-84 years,1257
2011,Kansas,20,85+ years,1039
2011,Kentucky,21,1-4 years,47
2011,Kentucky,21,5-9 years,42
2011,Kentucky,21,10-14 years,26
2011,Kentucky,21,15-19 years,29
2011,Kentucky,21,20-24 years,68
2011,Kentucky,21,25-29 years,151
2011,Kentucky,21,30-34 years,256
2011,Kentucky,21,35-39 years,409
2011,Kentucky,21,40-44 years,681
2011,Kentucky,21,45-49 years,1120
2011,Kentucky,21,50-54 years,2068
2011,Kentucky,21,55-59 years,2719
2011,Kentucky,21,60-64 years ,3553
2011,Kentucky,21,65-69 years,3382
2011,Kentucky,21,70-74 years,3037
2011,Kentucky,21,75-79 years,2446
2011,Kentucky,21,80-84 years,1901
2011,Kentucky,21,85+ years,1425
2011,Louisiana,22,1-4 years,46
2011,Louisiana,22,5-9 years,27
2011,Louisiana,22,10-14 years,25
2011,Louisiana,22,15-19 years,45
2011,Louisiana,22,20-24 years,74
2011,Louisiana,22,25-29 years,146
2011,Louisiana,22,30-34 years,236
2011,Louisiana,22,35-39 years,336
2011,Louisiana,22,40-44 years,594
2011,Louisiana,22,45-49 years,1135
2011,Louisiana,22,50-54 years,1949
2011,Louisiana,22,55-59 years,2754
2011,Louisiana,22,60-64 years ,3224
2011,Louisiana,22,65-69 years,3332
2011,Louisiana,22,70-74 years,2835
2011,Louisiana,22,75-79 years,2243
2011,Louisiana,22,80-84 years,1723
2011,Louisiana,22,85+ years,1187
2011,Maine,23,20-24 years,22
2011,Maine,23,25-29 years,35
2011,Maine,23,30-34 years,64
2011,Maine,23,35-39 years,105
2011,Maine,23,40-44 years,185
2011,Maine,23,45-49 years,351
2011,Maine,23,50-54 years,586
2011,Maine,23,55-59 years,820
2011,Maine,23,60-64 years ,1028
2011,Maine,23,65-69 years,1079
2011,Maine,23,70-74 years,1003
2011,Maine,23,75-79 years,881
2011,Maine,23,80-84 years,685
2011,Maine,23,85+ years,576
2011,Maryland,24,1-4 years,59
2011,Maryland,24,5-9 years,47
2011,Maryland,24,10-14 years,28
2011,Maryland,24,15-19 years,41
2011,Maryland,24,20-24 years,89
2011,Maryland,24,25-29 years,162
2011,Maryland,24,30-34 years,259
2011,Maryland,24,35-39 years,414
2011,Maryland,24,40-44 years,816
2011,Maryland,24,45-49 years,1507
2011,Maryland,24,50-54 years,2404
2011,Maryland,24,55-59 years,3209
2011,Maryland,24,60-64 years ,3762
2011,Maryland,24,65-69 years,3705
2011,Maryland,24,70-74 years,3007
2011,Maryland,24,75-79 years,2504
2011,Maryland,24,80-84 years,2056
2011,Maryland,24,85+ years,1898
2011,Massachusetts,25,1-4 years,51
2011,Massachusetts,25,5-9 years,42
2011,Massachusetts,25,10-14 years,45
2011,Massachusetts,25,15-19 years,59
2011,Massachusetts,25,20-24 years,152
2011,Massachusetts,25,25-29 years,207
2011,Massachusetts,25,30-34 years,329
2011,Massachusetts,25,35-39 years,527
2011,Massachusetts,25,40-44 years,1047
2011,Massachusetts,25,45-49 years,1798
2011,Massachusetts,25,50-54 years,3077
2011,Massachusetts,25,55-59 years,3730
2011,Massachusetts,25,60-64 years ,4786
2011,Massachusetts,25,65-69 years,4715
2011,Massachusetts,25,70-74 years,4023
2011,Massachusetts,25,75-79 years,3492
2011,Massachusetts,25,80-84 years,2929
2011,Massachusetts,25,85+ years,2828
2011,Michigan,26,1-4 years,97
2011,Michigan,26,5-9 years,65
2011,Michigan,26,10-14 years,70
2011,Michigan,26,15-19 years,109
2011,Michigan,26,20-24 years,164
2011,Michigan,26,25-29 years,271
2011,Michigan,26,30-34 years,437
2011,Michigan,26,35-39 years,676
2011,Michigan,26,40-44 years,1358
2011,Michigan,26,45-49 years,2564
2011,Michigan,26,50-54 years,4299
2011,Michigan,26,55-59 years,5863
2011,Michigan,26,60-64 years ,7298
2011,Michigan,26,65-69 years,7536
2011,Michigan,26,70-74 years,6418
2011,Michigan,26,75-79 years,5377
2011,Michigan,26,80-84 years,4444
2011,Michigan,26,85+ years,3584
2011,Minnesota,27,1-4 years,56
2011,Minnesota,27,5-9 years,48
2011,Minnesota,27,10-14 years,26
2011,Minnesota,27,15-19 years,41
2011,Minnesota,27,20-24 years,92
2011,Minnesota,27,25-29 years,166
2011,Minnesota,27,30-34 years,296
2011,Minnesota,27,35-39 years,397
2011,Minnesota,27,40-44 years,789
2011,Minnesota,27,45-49 years,1333
2011,Minnesota,27,50-54 years,2169
2011,Minnesota,27,55-59 years,2933
2011,Minnesota,27,60-64 years ,3505
2011,Minnesota,27,65-69 years,3559
2011,Minnesota,27,70-74 years,3146
2011,Minnesota,27,75-79 years,2700
2011,Minnesota,27,80-84 years,2144
2011,Minnesota,27,85+ years,1887
2011,Mississippi,28,1-4 years,27
2011,Mississippi,28,10-14 years,19
2011,Mississippi,28,15-19 years,32
2011,Mississippi,28,20-24 years,41
2011,Mississippi,28,25-29 years,85
2011,Mississippi,28,30-34 years,129
2011,Mississippi,28,35-39 years,217
2011,Mississippi,28,40-44 years,399
2011,Mississippi,28,45-49 years,716
2011,Mississippi,28,50-54 years,1325
2011,Mississippi,28,55-59 years,1678
2011,Mississippi,28,60-64 years ,2120
2011,Mississippi,28,65-69 years,2155
2011,Mississippi,28,70-74 years,1831
2011,Mississippi,28,75-79 years,1477
2011,Mississippi,28,80-84 years,1052
2011,Mississippi,28,85+ years,860
2011,Missouri,29,1-4 years,58
2011,Missouri,29,5-9 years,30
2011,Missouri,29,10-14 years,45
2011,Missouri,29,15-19 years,42
2011,Missouri,29,20-24 years,76
2011,Missouri,29,25-29 years,159
2011,Missouri,29,30-34 years,283
2011,Missouri,29,35-39 years,423
2011,Missouri,29,40-44 years,756
2011,Missouri,29,45-49 years,1417
2011,Missouri,29,50-54 years,2537
2011,Missouri,29,55-59 years,3338
2011,Missouri,29,60-64 years ,3967
2011,Missouri,29,65-69 years,4201
2011,Missouri,29,70-74 years,3859
2011,Missouri,29,75-79 years,3239
2011,Missouri,29,80-84 years,2343
2011,Missouri,29,85+ years,2253
2011,Montana,30,25-29 years,30
2011,Montana,30,30-34 years,45
2011,Montana,30,35-39 years,72
2011,Montana,30,40-44 years,114
2011,Montana,30,45-49 years,181
2011,Montana,30,50-54 years,378
2011,Montana,30,55-59 years,584
2011,Montana,30,60-64 years ,784
2011,Montana,30,65-69 years,796
2011,Montana,30,70-74 years,659
2011,Montana,30,75-79 years,601
2011,Montana,30,80-84 years,456
2011,Montana,30,85+ years,395
2011,Nebraska,31,15-19 years,31
2011,Nebraska,31,20-24 years,30
2011,Nebraska,31,25-29 years,53
2011,Nebraska,31,30-34 years,90
2011,Nebraska,31,35-39 years,128
2011,Nebraska,31,40-44 years,212
2011,Nebraska,31,45-49 years,377
2011,Nebraska,31,50-54 years,672
2011,Nebraska,31,55-59 years,871
2011,Nebraska,31,60-64 years ,1102
2011,Nebraska,31,65-69 years,1117
2011,Nebraska,31,70-74 years,1060
2011,Nebraska,31,75-79 years,1011
2011,Nebraska,31,80-84 years,778
2011,Nebraska,31,85+ years,764
2011,New Hampshire,33,20-24 years,22
2011,New Hampshire,33,25-29 years,37
2011,New Hampshire,33,30-34 years,53
2011,New Hampshire,33,35-39 years,128
2011,New Hampshire,33,40-44 years,216
2011,New Hampshire,33,45-49 years,410
2011,New Hampshire,33,50-54 years,684
2011,New Hampshire,33,55-59 years,843
2011,New Hampshire,33,60-64 years ,1046
2011,New Hampshire,33,65-69 years,1035
2011,New Hampshire,33,70-74 years,915
2011,New Hampshire,33,75-79 years,750
2011,New Hampshire,33,80-84 years,578
2011,New Hampshire,33,85+ years,495
2011,New Jersey,34,1-4 years,70
2011,New Jersey,34,5-9 years,58
2011,New Jersey,34,10-14 years,68
2011,New Jersey,34,15-19 years,97
2011,New Jersey,34,20-24 years,141
2011,New Jersey,34,25-29 years,251
2011,New Jersey,34,30-34 years,480
2011,New Jersey,34,35-39 years,747
2011,New Jersey,34,40-44 years,1346
2011,New Jersey,34,45-49 years,2524
2011,New Jersey,34,50-54 years,3813
2011,New Jersey,34,55-59 years,4897
2011,New Jersey,34,60-64 years ,6053
2011,New Jersey,34,65-69 years,6236
2011,New Jersey,34,70-74 years,5539
2011,New Jersey,34,75-79 years,4935
2011,New Jersey,34,80-84 years,4150
2011,New Jersey,34,85+ years,3705
2011,New Mexico,35,5-9 years,19
2011,New Mexico,35,15-19 years,17
2011,New Mexico,35,20-24 years,32
2011,New Mexico,35,25-29 years,63
2011,New Mexico,35,30-34 years,83
2011,New Mexico,35,35-39 years,116
2011,New Mexico,35,40-44 years,215
2011,New Mexico,35,45-49 years,416
2011,New Mexico,35,50-54 years,602
2011,New Mexico,35,55-59 years,925
2011,New Mexico,35,60-64 years ,1246
2011,New Mexico,35,65-69 years,1185
2011,New Mexico,35,70-74 years,1029
2011,New Mexico,35,75-79 years,830
2011,New Mexico,35,80-84 years,657
2011,New Mexico,35,85+ years,511
2011,New York,36,< 1 year,31
2011,New York,36,1-4 years,166
2011,New York,36,5-9 years,117
2011,New York,36,10-14 years,138
2011,New York,36,15-19 years,199
2011,New York,36,20-24 years,375
2011,New York,36,25-29 years,658
2011,New York,36,30-34 years,1090
2011,New York,36,35-39 years,1567
2011,New York,36,40-44 years,3058
2011,New York,36,45-49 years,5308
2011,New York,36,50-54 years,8453
2011,New York,36,55-59 years,10981
2011,New York,36,60-64 years ,13820
2011,New York,36,65-69 years,13878
2011,New York,36,70-74 years,12146
2011,New York,36,75-79 years,10570
2011,New York,36,80-84 years,8713
2011,New York,36,85+ years,8231
2011,North Carolina,37,< 1 year,21
2011,North Carolina,37,1-4 years,99
2011,North Carolina,37,5-9 years,61
2011,North Carolina,37,10-14 years,67
2011,North Carolina,37,15-19 years,68
2011,North Carolina,37,20-24 years,140
2011,North Carolina,37,25-29 years,286
2011,North Carolina,37,30-34 years,458
2011,North Carolina,37,35-39 years,768
2011,North Carolina,37,40-44 years,1449
2011,North Carolina,37,45-49 years,2450
2011,North Carolina,37,50-54 years,3860
2011,North Carolina,37,55-59 years,5273
2011,North Carolina,37,60-64 years ,6814
2011,North Carolina,37,65-69 years,7017
2011,North Carolina,37,70-74 years,6049
2011,North Carolina,37,75-79 years,4745
2011,North Carolina,37,80-84 years,3393
2011,North Carolina,37,85+ years,2919
2011,North Dakota,38,25-29 years,22
2011,North Dakota,38,30-34 years,36
2011,North Dakota,38,35-39 years,42
2011,North Dakota,38,40-44 years,71
2011,North Dakota,38,45-49 years,134
2011,North Dakota,38,50-54 years,275
2011,North Dakota,38,55-59 years,391
2011,North Dakota,38,60-64 years ,455
2011,North Dakota,38,65-69 years,481
2011,North Dakota,38,70-74 years,384
2011,North Dakota,38,75-79 years,413
2011,North Dakota,38,80-84 years,338
2011,North Dakota,38,85+ years,305
2011,Ohio,39,< 1 year,19
2011,Ohio,39,1-4 years,90
2011,Ohio,39,5-9 years,76
2011,Ohio,39,10-14 years,64
2011,Ohio,39,15-19 years,110
2011,Ohio,39,20-24 years,194
2011,Ohio,39,25-29 years,325
2011,Ohio,39,30-34 years,528
2011,Ohio,39,35-39 years,888
2011,Ohio,39,40-44 years,1616
2011,Ohio,39,45-49 years,2840
2011,Ohio,39,50-54 years,4775
2011,Ohio,39,55-59 years,6508
2011,Ohio,39,60-64 years ,8193
2011,Ohio,39,65-69 years,7741
2011,Ohio,39,70-74 years,7235
2011,Ohio,39,75-79 years,6262
2011,Ohio,39,80-84 years,5027
2011,Ohio,39,85+ years,4317
2011,Oklahoma,40,1-4 years,33
2011,Oklahoma,40,5-9 years,26
2011,Oklahoma,40,10-14 years,18
2011,Oklahoma,40,15-19 years,33
2011,Oklahoma,40,20-24 years,54
2011,Oklahoma,40,25-29 years,87
2011,Oklahoma,40,30-34 years,163
2011,Oklahoma,40,35-39 years,258
2011,Oklahoma,40,40-44 years,423
2011,Oklahoma,40,45-49 years,798
2011,Oklahoma,40,50-54 years,1382
2011,Oklahoma,40,55-59 years,1893
2011,Oklahoma,40,60-64 years ,2397
2011,Oklahoma,40,65-69 years,2658
2011,Oklahoma,40,70-74 years,2311
2011,Oklahoma,40,75-79 years,1984
2011,Oklahoma,40,80-84 years,1383
2011,Oklahoma,40,85+ years,1245
2011,Oregon,41,1-4 years,33
2011,Oregon,41,5-9 years,31
2011,Oregon,41,10-14 years,30
2011,Oregon,41,15-19 years,37
2011,Oregon,41,20-24 years,51
2011,Oregon,41,25-29 years,124
2011,Oregon,41,30-34 years,171
2011,Oregon,41,35-39 years,317
2011,Oregon,41,40-44 years,557
2011,Oregon,41,45-49 years,802
2011,Oregon,41,50-54 years,1456
2011,Oregon,41,55-59 years,2069
2011,Oregon,41,60-64 years ,2777
2011,Oregon,41,65-69 years,2805
2011,Oregon,41,70-74 years,2424
2011,Oregon,41,75-79 years,1962
2011,Oregon,41,80-84 years,1547
2011,Oregon,41,85+ years,1545
2011,Pennsylvania,42,< 1 year,19
2011,Pennsylvania,42,1-4 years,103
2011,Pennsylvania,42,5-9 years,79
2011,Pennsylvania,42,10-14 years,87
2011,Pennsylvania,42,15-19 years,138
2011,Pennsylvania,42,20-24 years,245
2011,Pennsylvania,42,25-29 years,354
2011,Pennsylvania,42,30-34 years,643
2011,Pennsylvania,42,35-39 years,1024
2011,Pennsylvania,42,40-44 years,1948
2011,Pennsylvania,42,45-49 years,3459
2011,Pennsylvania,42,50-54 years,6027
2011,Pennsylvania,42,55-59 years,8014
2011,Pennsylvania,42,60-64 years ,9859
2011,Pennsylvania,42,65-69 years,9859
2011,Pennsylvania,42,70-74 years,8937
2011,Pennsylvania,42,75-79 years,8014
2011,Pennsylvania,42,80-84 years,6857
2011,Pennsylvania,42,85+ years,6407
2011,Rhode Island,44,25-29 years,26
2011,Rhode Island,44,30-34 years,58
2011,Rhode Island,44,35-39 years,95
2011,Rhode Island,44,40-44 years,150
2011,Rhode Island,44,45-49 years,268
2011,Rhode Island,44,50-54 years,451
2011,Rhode Island,44,55-59 years,612
2011,Rhode Island,44,60-64 years ,660
2011,Rhode Island,44,65-69 years,707
2011,Rhode Island,44,70-74 years,621
2011,Rhode Island,44,75-79 years,562
2011,Rhode Island,44,80-84 years,541
2011,Rhode Island,44,85+ years,533
2011,South Carolina,45,1-4 years,47
2011,South Carolina,45,5-9 years,30
2011,South Carolina,45,10-14 years,24
2011,South Carolina,45,15-19 years,33
2011,South Carolina,45,20-24 years,69
2011,South Carolina,45,25-29 years,125
2011,South Carolina,45,30-34 years,197
2011,South Carolina,45,35-39 years,353
2011,South Carolina,45,40-44 years,604
2011,South Carolina,45,45-49 years,1151
2011,South Carolina,45,50-54 years,1920
2011,South Carolina,45,55-59 years,2554
2011,South Carolina,45,60-64 years ,3260
2011,South Carolina,45,65-69 years,3626
2011,South Carolina,45,70-74 years,3016
2011,South Carolina,45,75-79 years,2456
2011,South Carolina,45,80-84 years,1656
2011,South Carolina,45,85+ years,1348
2011,South Dakota,46,25-29 years,31
2011,South Dakota,46,30-34 years,38
2011,South Dakota,46,35-39 years,47
2011,South Dakota,46,40-44 years,99
2011,South Dakota,46,45-49 years,194
2011,South Dakota,46,50-54 years,328
2011,South Dakota,46,55-59 years,414
2011,South Dakota,46,60-64 years ,549
2011,South Dakota,46,65-69 years,517
2011,South Dakota,46,70-74 years,508
2011,South Dakota,46,75-79 years,474
2011,South Dakota,46,80-84 years,394
2011,South Dakota,46,85+ years,390
2011,Tennessee,47,1-4 years,53
2011,Tennessee,47,5-9 years,46
2011,Tennessee,47,10-14 years,47
2011,Tennessee,47,15-19 years,73
2011,Tennessee,47,20-24 years,106
2011,Tennessee,47,25-29 years,184
2011,Tennessee,47,30-34 years,312
2011,Tennessee,47,35-39 years,509
2011,Tennessee,47,40-44 years,888
2011,Tennessee,47,45-49 years,1642
2011,Tennessee,47,50-54 years,2706
2011,Tennessee,47,55-59 years,3655
2011,Tennessee,47,60-64 years ,4710
2011,Tennessee,47,65-69 years,4869
2011,Tennessee,47,70-74 years,4169
2011,Tennessee,47,75-79 years,3170
2011,Tennessee,47,80-84 years,2280
2011,Tennessee,47,85+ years,1756
2011,Texas,48,< 1 year,58
2011,Texas,48,1-4 years,261
2011,Texas,48,5-9 years,219
2011,Texas,48,10-14 years,197
2011,Texas,48,15-19 years,238
2011,Texas,48,20-24 years,396
2011,Texas,48,25-29 years,686
2011,Texas,48,30-34 years,1151
2011,Texas,48,35-39 years,1929
2011,Texas,48,40-44 years,3090
2011,Texas,48,45-49 years,4959
2011,Texas,48,50-54 years,8303
2011,Texas,48,55-59 years,10806
2011,Texas,48,60-64 years ,12737
2011,Texas,48,65-69 years,12889
2011,Texas,48,70-74 years,10741
2011,Texas,48,75-79 years,9098
2011,Texas,48,80-84 years,6696
2011,Texas,48,85+ years,5809
2011,Utah,49,1-4 years,40
2011,Utah,49,5-9 years,26
2011,Utah,49,10-14 years,17
2011,Utah,49,15-19 years,38
2011,Utah,49,20-24 years,57
2011,Utah,49,25-29 years,114
2011,Utah,49,30-34 years,169
2011,Utah,49,35-39 years,235
2011,Utah,49,40-44 years,337
2011,Utah,49,45-49 years,476
2011,Utah,49,50-54 years,784
2011,Utah,49,55-59 years,982
2011,Utah,49,60-64 years ,1192
2011,Utah,49,65-69 years,1206
2011,Utah,49,70-74 years,1012
2011,Utah,49,75-79 years,910
